latitude, longitude, E-density
-34.0, 50, 164831635971.6978
-34.0, 55, 173115010875.61942
-34.0, 60, 176666699393.40366
-34.0, 65, 171238708356.92358
-34.0, 70, 166818603709.0343
-34.0, 75, 169191463499.7063
-34.0, 80, 173075787566.05756
-34.0, 85, 176430615087.43768
-34.0, 90, 181571576375.89752
-34.0, 95, 188994155670.6622
-34.0, 100, 195651702596.52536
-34.0, 105, 199021274515.84668
-34.0, 110, 199223725548.42285
-34.0, 115, 195895446335.52344
-34.0, 120, 189394682605.17923
-34.0, 125, 181066040558.4813
-34.0, 130, 171976302693.74457
-34.0, 135, 163821558684.71976
-34.0, 140, 157366795884.66888
-34.0, 145, 150390654035.02753
-34.0, 150, 145556726560.79242
-34.0, 155, 145570650542.89615
-34.0, 160, 147156145428.38785
-34.0, 165, 145497366118.64154
-34.0, 170, 146073025089.6811
-34.0, 175, 156074681124.897
-34.0, 180, 166756154333.1117
-31.5, -180, 186928711440.73584
-31.5, -175, 191000784183.0847
-31.5, -170, 190507431718.82422
-31.5, -165, 185612677385.9229
-31.5, -160, 176801792987.81583
-31.5, -155, 165944133768.60272
-31.5, -150, 153338202774.54407
-31.5, -145, 139849980965.31628
-31.5, -140, 127424755685.68549
-31.5, -135, 116686735399.6098
-31.5, -130, 107648972973.72331
-31.5, -125, 100548882644.3099
-31.5, -120, 91668426071.95934
-31.5, -115, 78063305520.29388
-31.5, -110, 63713190389.86585
-31.5, -105, 52311707922.51576
-31.5, -100, 43005192710.98457
-31.5, -95, 35826237160.172325
-31.5, -90, 32369007824.216576
-31.5, -85, 33673168565.837437
-31.5, -80, 38653425752.61708
-31.5, -75, 46620545505.514114
-31.5, -70, 57240361439.37206
-31.5, -65, 68609550994.85689
-31.5, -60, 80120255008.5898
-31.5, -55, 90457899125.01666
-31.5, -50, 99565259473.61333
-31.5, -45, 108758209035.71643
-31.5, -40, 122188760358.11404
-31.5, -35, 138369426500.5743
-31.5, -30, 152493655487.3961
-31.5, -25, 162238267216.23404
-31.5, -20, 163327805991.93063
-31.5, -15, 152693256358.68842
-31.5, -10, 132878046386.15498
-31.5, -5, 107032167249.5324
-31.5, 0, 80167991453.34464
-31.5, 5, 60332847533.235146
-31.5, 10, 52424902456.43076
-31.5, 15, 51643131496.66355
-31.5, 20, 58066163252.881035
-31.5, 25, 83170390504.63208
-31.5, 30, 114495096208.99635
-31.5, 35, 137629550084.92197
-31.5, 40, 156522338803.615
-31.5, 45, 173648482219.23438
-31.5, 50, 186525135565.23605
-31.5, 55, 192795777499.14648
-31.5, 60, 194107887002.0114
-31.5, 65, 189729714508.69
-31.5, 70, 185116643506.84686
-31.5, 75, 184205855170.3592
-31.5, 80, 185372083122.53033
-31.5, 85, 188350022926.91534
-31.5, 90, 193387896018.33228
-31.5, 95, 200733198513.30954
-31.5, 100, 207453939341.40686
-31.5, 105, 210352745124.02182
-31.5, 110, 210379992043.30548
-31.5, 115, 208160015029.2044
-31.5, 120, 202923023490.1123
-31.5, 125, 195072098910.95126
-31.5, 130, 185361099685.0417
-31.5, 135, 174864533089.02155
-31.5, 140, 166597024541.50333
-31.5, 145, 162509136374.80472
-31.5, 150, 160956580590.0487
-31.5, 155, 158954252626.25403
-31.5, 160, 158415528780.4236
-31.5, 165, 160065872211.2343
-31.5, 170, 164938460599.81638
-31.5, 175, 176193781867.16248
-31.5, 180, 186928711440.7362
-29.0, -180, 206567961356.23706
-29.0, -175, 210080995652.97635
-29.0, -170, 209448074347.9514
-29.0, -165, 205597086678.35294
-29.0, -160, 197238275643.45816
-29.0, -155, 184873133384.13156
-29.0, -150, 170164968178.19202
-29.0, -145, 154871912247.1179
-29.0, -140, 140985042059.4818
-29.0, -135, 129206864404.50279
-29.0, -130, 119382555042.7775
-29.0, -125, 111169341637.72615
-29.0, -120, 101289488070.78519
-29.0, -115, 87554416482.2762
-29.0, -110, 72427575334.435
-29.0, -105, 58742620669.14745
-29.0, -100, 47313864126.25226
-29.0, -95, 39168494657.824524
-29.0, -90, 35226211084.08961
-29.0, -85, 36036891188.83819
-29.0, -80, 41041156444.010376
-29.0, -75, 49654630897.78596
-29.0, -70, 61915384794.98629
-29.0, -65, 77400620755.21536
-29.0, -60, 93400409331.33484
-29.0, -55, 103927546627.86714
-29.0, -50, 110247895968.38264
-29.0, -45, 116378399693.26317
-29.0, -40, 126412033808.72192
-29.0, -35, 140472583757.80768
-29.0, -30, 153543269653.02927
-29.0, -25, 162557475527.56805
-29.0, -20, 163351476851.0115
-29.0, -15, 152724973892.3059
-29.0, -10, 132927980208.38696
-29.0, -5, 107279894985.89726
-29.0, 0, 81236772484.46469
-29.0, 5, 61952202803.36396
-29.0, 10, 54320168347.14354
-29.0, 15, 55746283480.94965
-29.0, 20, 67335659580.8877
-29.0, 25, 94966806641.59706
-29.0, 30, 126684729162.52876
-29.0, 35, 155225181950.6616
-29.0, 40, 179453827588.7725
-29.0, 45, 198607787957.19638
-29.0, 50, 211560114061.95926
-29.0, 55, 214370007009.89816
-29.0, 60, 212967895810.42477
-29.0, 65, 211083816061.97668
-29.0, 70, 208350560571.1782
-29.0, 75, 205539393849.35614
-29.0, 80, 204310318698.60992
-29.0, 85, 206288533700.55347
-29.0, 90, 210567399689.86526
-29.0, 95, 216706131199.61404
-29.0, 100, 222741600437.83997
-29.0, 105, 225871226559.2184
-29.0, 110, 226574402480.90582
-29.0, 115, 225683497772.084
-29.0, 120, 221649386027.14374
-29.0, 125, 214195404843.21384
-29.0, 130, 203409709376.03793
-29.0, 135, 190488557916.08154
-29.0, 140, 180214423865.39087
-29.0, 145, 176504699167.50848
-29.0, 150, 175827311605.819
-29.0, 155, 173464119014.1049
-29.0, 160, 173143485054.03864
-29.0, 165, 177332340430.58044
-29.0, 170, 184815510362.9023
-29.0, 175, 196451887106.30237
-29.0, 180, 206567961356.23706
-26.5, -180, 224040397932.9878
-26.5, -175, 226765676069.00943
-26.5, -170, 225461653144.25705
-26.5, -165, 220471563311.12982
-26.5, -160, 210602830472.32874
-26.5, -155, 196516469670.68292
-26.5, -150, 180083914330.10703
-26.5, -145, 163278796794.36783
-26.5, -140, 148654880537.34372
-26.5, -135, 137682739622.22638
-26.5, -130, 128295134865.93962
-26.5, -125, 118249388353.8519
-26.5, -120, 106615234857.13397
-26.5, -115, 92975777196.75807
-26.5, -110, 77521602182.48352
-26.5, -105, 61899520026.10037
-26.5, -100, 48622486442.88504
-26.5, -95, 39509587521.17082
-26.5, -90, 34942125228.550995
-26.5, -85, 35146984308.93948
-26.5, -80, 40311389461.13053
-26.5, -75, 50270634130.7358
-26.5, -70, 64693924832.24321
-26.5, -65, 84603943233.07225
-26.5, -60, 106131001021.18585
-26.5, -55, 117623269684.99901
-26.5, -50, 121177863268.76874
-26.5, -45, 127646996107.54826
-26.5, -40, 135547409833.61131
-26.5, -35, 144641341317.77252
-26.5, -30, 155825904391.8874
-26.5, -25, 163527899459.87314
-26.5, -20, 163006082462.89203
-26.5, -15, 152688830547.42987
-26.5, -10, 132680552298.30765
-26.5, -5, 106824478004.0628
-26.5, 0, 83108475458.50282
-26.5, 5, 67177567347.810684
-26.5, 10, 62186867062.80539
-26.5, 15, 68483683355.6318
-26.5, 20, 86949077081.03096
-26.5, 25, 116295741107.82217
-26.5, 30, 148538695313.02536
-26.5, 35, 182616374290.5346
-26.5, 40, 211579551539.74573
-26.5, 45, 229547366191.0105
-26.5, 50, 239597895130.6658
-26.5, 55, 238995910140.4484
-26.5, 60, 235495870134.06403
-26.5, 65, 235804675136.6165
-26.5, 70, 235782137010.9961
-26.5, 75, 234478792189.89368
-26.5, 80, 233038274983.7588
-26.5, 85, 232149267444.53925
-26.5, 90, 233504667903.43564
-26.5, 95, 237711568029.51053
-26.5, 100, 243296314464.47513
-26.5, 105, 248711421534.44507
-26.5, 110, 251819523226.94983
-26.5, 115, 251249486155.37396
-26.5, 120, 246762782764.17963
-26.5, 125, 239162069970.77386
-26.5, 130, 226886702405.46762
-26.5, 135, 212897113463.61588
-26.5, 140, 201090004229.43918
-26.5, 145, 193271852846.85135
-26.5, 150, 189675173724.6022
-26.5, 155, 189913577890.78995
-26.5, 160, 192970917262.2685
-26.5, 165, 197465606185.76373
-26.5, 170, 204363299830.01855
-26.5, 175, 215200633710.78152
-26.5, 180, 224040397932.98752
-24.0, -180, 235615872537.58334
-24.0, -175, 237818380655.59872
-24.0, -170, 236105024648.16995
-24.0, -165, 229571906133.757
-24.0, -160, 217834521176.82315
-24.0, -155, 201828923812.52597
-24.0, -150, 183686690084.60992
-24.0, -145, 166006329481.61462
-24.0, -140, 150759240647.607
-24.0, -135, 138332200998.8601
-24.0, -130, 127940246608.49052
-24.0, -125, 118407750574.67279
-24.0, -120, 107139383578.81378
-24.0, -115, 92539523018.03696
-24.0, -110, 75677062529.19551
-24.0, -105, 59240622276.00916
-24.0, -100, 45116904180.97644
-24.0, -95, 34729873615.44463
-24.0, -90, 29332690897.188236
-24.0, -85, 29311238539.86053
-24.0, -80, 34927601661.63323
-24.0, -75, 46787210804.762726
-24.0, -70, 64583335530.81113
-24.0, -65, 88257990160.0501
-24.0, -60, 114303066442.21101
-24.0, -55, 131101702441.36755
-24.0, -50, 136677394035.97496
-24.0, -45, 142563549008.42682
-24.0, -40, 147752727057.85382
-24.0, -35, 151757123223.84586
-24.0, -30, 158837871567.98322
-24.0, -25, 164445215673.95993
-24.0, -20, 162772447713.3888
-24.0, -15, 152179231735.5617
-24.0, -10, 132304029562.67831
-24.0, -5, 106891680345.91655
-24.0, 0, 85063424172.02585
-24.0, 5, 75178597839.75015
-24.0, 10, 78461799659.96928
-24.0, 15, 92155013689.10345
-24.0, 20, 114916358761.63412
-24.0, 25, 145002915009.01617
-24.0, 30, 177736447216.22433
-24.0, 35, 215283345951.04364
-24.0, 40, 246881112225.3032
-24.0, 45, 262262439377.72552
-24.0, 50, 269289789474.8692
-24.0, 55, 268595917201.09302
-24.0, 60, 265747390702.75098
-24.0, 65, 266794289051.305
-24.0, 70, 267401966997.9954
-24.0, 75, 266840765216.28137
-24.0, 80, 264913467187.325
-24.0, 85, 260451126639.77734
-24.0, 90, 258780590000.93475
-24.0, 95, 263096795204.8262
-24.0, 100, 270128357375.8508
-24.0, 105, 277806704157.45905
-24.0, 110, 282663770022.7264
-24.0, 115, 281566314970.1747
-24.0, 120, 275798862373.9155
-24.0, 125, 267217894345.66714
-24.0, 130, 252832071524.09143
-24.0, 135, 236940737572.57825
-24.0, 140, 223299214625.08438
-24.0, 145, 213120054856.1235
-24.0, 150, 208221048070.14633
-24.0, 155, 209630530708.58807
-24.0, 160, 213627664726.35953
-24.0, 165, 217281878339.35162
-24.0, 170, 222337059162.5536
-24.0, 175, 229695924382.7535
-24.0, 180, 235615872537.58353
-21.5, -180, 242182142154.78336
-21.5, -175, 243234194396.66354
-21.5, -170, 239786483313.2358
-21.5, -165, 231152390239.97983
-21.5, -160, 217369527236.39545
-21.5, -155, 199407342324.8336
-21.5, -150, 179263018520.14093
-21.5, -145, 158794479721.15134
-21.5, -140, 141249784241.63058
-21.5, -135, 129029539182.80933
-21.5, -130, 119584361060.23141
-21.5, -125, 109481174923.62804
-21.5, -120, 97316177435.69737
-21.5, -115, 82198071183.49365
-21.5, -110, 65423164184.909805
-21.5, -105, 49998895655.80593
-21.5, -100, 36741044749.4182
-21.5, -95, 26609045340.234127
-21.5, -90, 21649528564.609
-21.5, -85, 22154553272.22271
-21.5, -80, 28131686701.813442
-21.5, -75, 40396179560.81213
-21.5, -70, 60141881699.43543
-21.5, -65, 87614131397.42067
-21.5, -60, 118199139157.51424
-21.5, -55, 142893514851.61548
-21.5, -50, 156456341346.08362
-21.5, -45, 160779469680.78806
-21.5, -40, 160799821538.42346
-21.5, -35, 162216602495.71323
-21.5, -30, 165111536955.61786
-21.5, -25, 166814440067.91742
-21.5, -20, 163317071746.67325
-21.5, -15, 151705240873.8851
-21.5, -10, 132265975274.45456
-21.5, -5, 108216644741.4584
-21.5, 0, 87962580494.90904
-21.5, 5, 86285933661.43733
-21.5, 10, 102524534706.93565
-21.5, 15, 123880303856.76085
-21.5, 20, 149643222872.08707
-21.5, 25, 181376861790.3589
-21.5, 30, 214440010703.22006
-21.5, 35, 251893765426.62073
-21.5, 40, 282813914478.2294
-21.5, 45, 295418315663.9866
-21.5, 50, 301162420394.274
-21.5, 55, 305201503836.27124
-21.5, 60, 306872820295.5546
-21.5, 65, 306640058439.8154
-21.5, 70, 304159283407.4086
-21.5, 75, 301212722269.5621
-21.5, 80, 296666877011.6627
-21.5, 85, 288380088875.6066
-21.5, 90, 284817039310.6815
-21.5, 95, 292972440463.43805
-21.5, 100, 304412697473.61914
-21.5, 105, 312411636405.82416
-21.5, 110, 316239349459.55615
-21.5, 115, 314150589619.28766
-21.5, 120, 307113785499.5554
-21.5, 125, 296711340898.77734
-21.5, 130, 279542772299.9218
-21.5, 135, 260226841194.12518
-21.5, 140, 244448463145.43713
-21.5, 145, 235499884307.44177
-21.5, 150, 231579270232.2856
-21.5, 155, 231013372604.69543
-21.5, 160, 232290164942.10284
-21.5, 165, 234018292930.58984
-21.5, 170, 236509568674.72443
-21.5, 175, 239438401781.4839
-21.5, 180, 242182142154.78354
-19.0, -180, 245269336549.00983
-19.0, -175, 243135659557.13992
-19.0, -170, 235902728685.09927
-19.0, -165, 224465730779.5971
-19.0, -160, 208341410593.33914
-19.0, -155, 188449195570.69815
-19.0, -150, 166217250006.1038
-19.0, -145, 141862583116.19608
-19.0, -140, 121284156748.43623
-19.0, -135, 109537167860.8782
-19.0, -130, 101402766350.174
-19.0, -125, 91579106056.68646
-19.0, -120, 79966781379.09369
-19.0, -115, 66400482507.16323
-19.0, -110, 51462506313.563805
-19.0, -105, 37588631549.61582
-19.0, -100, 26035419086.846294
-19.0, -95, 17837727399.59251
-19.0, -90, 14408247608.057243
-19.0, -85, 15775848098.782307
-19.0, -80, 22126140560.19721
-19.0, -75, 34532663835.234764
-19.0, -70, 54785329400.85953
-19.0, -65, 84233968096.60635
-19.0, -60, 119454587707.16353
-19.0, -55, 151364771653.18405
-19.0, -50, 173816434373.26767
-19.0, -45, 181953849377.35385
-19.0, -40, 179322716937.81802
-19.0, -35, 176590766979.336
-19.0, -30, 174705787199.51434
-19.0, -25, 171972783021.39926
-19.0, -20, 165440447678.05777
-19.0, -15, 152359811843.45312
-19.0, -10, 133200520858.8862
-19.0, -5, 111891739763.1079
-19.0, 0, 97380533122.01488
-19.0, 5, 103208405893.08348
-19.0, 10, 127895436589.89154
-19.0, 15, 159026266341.38425
-19.0, 20, 192864327210.60672
-19.0, 25, 228084575557.99542
-19.0, 30, 260610764079.63306
-19.0, 35, 292370941064.5302
-19.0, 40, 318069616958.0447
-19.0, 45, 331035560815.69354
-19.0, 50, 340440899392.7983
-19.0, 55, 352010845498.67755
-19.0, 60, 360242876428.9349
-19.0, 65, 359097005749.9291
-19.0, 70, 352934077685.8363
-19.0, 75, 347029565567.6869
-19.0, 80, 339267771485.1214
-19.0, 85, 326946362577.7164
-19.0, 90, 321076953784.8047
-19.0, 95, 332167232141.2321
-19.0, 100, 347067300736.82104
-19.0, 105, 354476916330.1834
-19.0, 110, 356444946993.6074
-19.0, 115, 352752682547.446
-19.0, 120, 343914473337.1912
-19.0, 125, 330656630806.4862
-19.0, 130, 309811079856.8632
-19.0, 135, 286375912789.4018
-19.0, 140, 267483942458.13232
-19.0, 145, 257662847760.50418
-19.0, 150, 252363261973.6827
-19.0, 155, 248496931509.3535
-19.0, 160, 246245260551.91553
-19.0, 165, 244930987105.84836
-19.0, 170, 244611798180.78497
-19.0, 175, 244929088436.45425
-19.0, 180, 245269336549.0098
-16.5, -180, 243018219676.70337
-16.5, -175, 236537283223.29758
-16.5, -170, 225396646238.436
-16.5, -165, 210781728497.905
-16.5, -160, 191837554337.8462
-16.5, -155, 169692876518.7379
-16.5, -150, 145654676766.04333
-16.5, -145, 119834198928.77232
-16.5, -140, 98245453609.41064
-16.5, -135, 83954963792.98668
-16.5, -130, 74668946932.66032
-16.5, -125, 68778240519.48175
-16.5, -120, 61987247563.00275
-16.5, -115, 51388038589.65138
-16.5, -110, 38723793691.33957
-16.5, -105, 26443761145.105812
-16.5, -100, 16968497801.439919
-16.5, -95, 11297710127.358171
-16.5, -90, 9554909547.303988
-16.5, -85, 11760627627.363808
-16.5, -80, 18589106745.057148
-16.5, -75, 31514176558.741234
-16.5, -70, 52008495859.700775
-16.5, -65, 81239745267.62207
-16.5, -60, 117860536600.32004
-16.5, -55, 153771178650.63528
-16.5, -50, 184118608407.44788
-16.5, -45, 201594983438.8911
-16.5, -40, 202976375755.2253
-16.5, -35, 194811519766.38446
-16.5, -30, 185734314143.2077
-16.5, -25, 179363450753.29477
-16.5, -20, 169958768712.0052
-16.5, -15, 154881788056.56415
-16.5, -10, 135657513494.36299
-16.5, -5, 118653187134.22456
-16.5, 0, 113923070946.66078
-16.5, 5, 125758245488.90462
-16.5, 10, 153715129291.4337
-16.5, 15, 197368035553.35208
-16.5, 20, 244795792973.0168
-16.5, 25, 285180735014.71063
-16.5, 30, 316190219131.3194
-16.5, 35, 337522435495.78754
-16.5, 40, 354577375764.4838
-16.5, 45, 371505205787.8502
-16.5, 50, 389192913536.81525
-16.5, 55, 409105994514.1203
-16.5, 60, 424316770773.6592
-16.5, 65, 424027715353.5564
-16.5, 70, 415717832449.80994
-16.5, 75, 407807593959.9115
-16.5, 80, 397347777662.34753
-16.5, 85, 381534386490.60657
-16.5, 90, 372743402228.1607
-16.5, 95, 383331170905.9098
-16.5, 100, 398277487669.1308
-16.5, 105, 404654229321.9184
-16.5, 110, 404898152736.12866
-16.5, 115, 398911066157.6031
-16.5, 120, 387466813663.14746
-16.5, 125, 369912346557.40247
-16.5, 130, 344185142483.26166
-16.5, 135, 315942129155.9939
-16.5, 140, 292556423206.80927
-16.5, 145, 278362438756.8087
-16.5, 150, 268908209358.66882
-16.5, 155, 261379754936.07083
-16.5, 160, 255769920789.03528
-16.5, 165, 251214864330.3631
-16.5, 170, 248223668149.46704
-16.5, 175, 246130948690.81558
-16.5, 180, 243018219676.70334
-14.0, -180, 236105176052.8596
-14.0, -175, 225671188863.31332
-14.0, -170, 211125327811.50153
-14.0, -165, 193340066962.4739
-14.0, -160, 171151363650.48984
-14.0, -155, 144838142660.2057
-14.0, -150, 118156517263.6868
-14.0, -145, 94278640362.3168
-14.0, -140, 75435471625.69174
-14.0, -135, 61321893397.81242
-14.0, -130, 52369056708.33076
-14.0, -125, 48166729173.15222
-14.0, -120, 43911021253.06465
-14.0, -115, 36813941905.12965
-14.0, -110, 27876937021.71613
-14.0, -105, 18974990601.83207
-14.0, -100, 12456584158.169525
-14.0, -95, 8846151534.07371
-14.0, -90, 8390031713.769572
-14.0, -85, 10939700854.720507
-14.0, -80, 18006021307.386814
-14.0, -75, 30970403448.534336
-14.0, -70, 51246050663.73897
-14.0, -65, 80090565318.32965
-14.0, -60, 116544303623.24843
-14.0, -55, 152399283218.37918
-14.0, -50, 187075022019.8665
-14.0, -45, 213692042797.2852
-14.0, -40, 222763145320.1742
-14.0, -35, 215259484571.92352
-14.0, -30, 201445485139.2036
-14.0, -25, 190388549945.01
-14.0, -20, 177340620475.0214
-14.0, -15, 159748260725.2132
-14.0, -10, 140109629881.58313
-14.0, -5, 126498513287.75432
-14.0, 0, 129360588010.95906
-14.0, 5, 149166339998.64578
-14.0, 10, 185372630638.13568
-14.0, 15, 241405310313.00934
-14.0, 20, 300145178525.2073
-14.0, 25, 344033398843.3667
-14.0, 30, 373437029090.6094
-14.0, 35, 390664088699.39545
-14.0, 40, 404749816762.4377
-14.0, 45, 423285501195.50757
-14.0, 50, 444723205908.036
-14.0, 55, 469346195022.26874
-14.0, 60, 489230982965.65576
-14.0, 65, 491403838108.42773
-14.0, 70, 483473616812.4744
-14.0, 75, 475135946794.6195
-14.0, 80, 463065764933.0571
-14.0, 85, 444195388478.8743
-14.0, 90, 432446457991.38617
-14.0, 95, 442354317438.54034
-14.0, 100, 456885949854.17224
-14.0, 105, 461303547850.30914
-14.0, 110, 458797875108.8706
-14.0, 115, 449722913756.8171
-14.0, 120, 435138581394.3018
-14.0, 125, 412142697161.1956
-14.0, 130, 380690702460.0225
-14.0, 135, 346667050663.0019
-14.0, 140, 317777239644.856
-14.0, 145, 298080010687.7413
-14.0, 150, 283662851775.9863
-14.0, 155, 271959315673.72778
-14.0, 160, 262903158667.57632
-14.0, 165, 255491949935.96222
-14.0, 170, 249383249004.429
-14.0, 175, 243466731494.6447
-14.0, 180, 236105176052.85965
-11.5, -180, 228649597850.85416
-11.5, -175, 215304802179.95633
-11.5, -170, 197965629813.26993
-11.5, -165, 177127617367.12216
-11.5, -160, 151775107159.89825
-11.5, -155, 121562719632.12965
-11.5, -150, 93333638759.73917
-11.5, -145, 72437198718.50139
-11.5, -140, 57482146041.87295
-11.5, -135, 46457770051.54421
-11.5, -130, 39896727458.22184
-11.5, -125, 36463001394.08864
-11.5, -120, 33584492568.90798
-11.5, -115, 29619363838.29059
-11.5, -110, 24138621656.951653
-11.5, -105, 18484004374.360043
-11.5, -100, 13845086259.980232
-11.5, -95, 10613631212.298012
-11.5, -90, 9785234138.272762
-11.5, -85, 12312745885.43071
-11.5, -80, 18826539415.885433
-11.5, -75, 30886508436.2532
-11.5, -70, 50486692781.84765
-11.5, -65, 79278473705.99094
-11.5, -60, 116238825799.10509
-11.5, -55, 151117726250.37
-11.5, -50, 186074087332.04236
-11.5, -45, 219053348178.5418
-11.5, -40, 236805824060.0528
-11.5, -35, 236045545932.0068
-11.5, -30, 223308810275.6891
-11.5, -25, 206674581753.4075
-11.5, -20, 187960306116.0511
-11.5, -15, 167426214381.2226
-11.5, -10, 147097810067.8314
-11.5, -5, 135016992570.37134
-11.5, 0, 142619263503.94867
-11.5, 5, 173494485224.75394
-11.5, 10, 224790498119.99115
-11.5, 15, 292042834982.8586
-11.5, 20, 357475978291.3672
-11.5, 25, 402829453247.9512
-11.5, 30, 431355942477.31537
-11.5, 35, 452294092696.64526
-11.5, 40, 468661029643.63684
-11.5, 45, 483379083065.37585
-11.5, 50, 500943297465.70886
-11.5, 55, 523849683635.9207
-11.5, 60, 544192270865.8857
-11.5, 65, 550767857099.0223
-11.5, 70, 547108922210.94403
-11.5, 75, 540827967342.9006
-11.5, 80, 529389577388.3661
-11.5, 85, 509812862527.43536
-11.5, 90, 496573721074.5052
-11.5, 95, 505902979221.20184
-11.5, 100, 519673283012.6583
-11.5, 105, 522047532743.57324
-11.5, 110, 516520469048.0889
-11.5, 115, 503800511698.24493
-11.5, 120, 485488225380.52167
-11.5, 125, 455292820270.85266
-11.5, 130, 416921874260.8016
-11.5, 135, 376287229009.10864
-11.5, 140, 341345667684.19476
-11.5, 145, 315882638547.6702
-11.5, 150, 296514907013.327
-11.5, 155, 280715575840.20795
-11.5, 160, 268427267531.17865
-11.5, 165, 258369864052.55963
-11.5, 170, 248893396349.49658
-11.5, 175, 239270021340.78943
-11.5, 180, 228649597850.854
-9.0, -180, 226307022537.16254
-9.0, -175, 211386165446.80475
-9.0, -170, 192305860524.9581
-9.0, -165, 168289822836.871
-9.0, -160, 140327960641.76706
-9.0, -155, 110564569233.88791
-9.0, -150, 83876694762.27812
-9.0, -145, 63200081138.31343
-9.0, -140, 49011254325.48575
-9.0, -135, 40667883713.49468
-9.0, -130, 37097803041.14899
-9.0, -125, 36100369152.43069
-9.0, -120, 35544278304.30955
-9.0, -115, 33465128800.696163
-9.0, -110, 29331203870.001263
-9.0, -105, 24393748310.052036
-9.0, -100, 19132191191.82368
-9.0, -95, 14547895166.427244
-9.0, -90, 12348314539.396229
-9.0, -85, 13441673851.508976
-9.0, -80, 18475383937.00804
-9.0, -75, 29309017004.532864
-9.0, -70, 48325837811.84259
-9.0, -65, 77481435002.10274
-9.0, -60, 115409407260.41873
-9.0, -55, 150339000914.20743
-9.0, -50, 184051602666.30786
-9.0, -45, 219550678477.61896
-9.0, -40, 246698438559.9674
-9.0, -35, 255494662342.68994
-9.0, -30, 246579400768.7393
-9.0, -25, 227376843263.35593
-9.0, -20, 203793559993.21725
-9.0, -15, 179744979566.02518
-9.0, -10, 158383468129.68967
-9.0, -5, 148875569279.16638
-9.0, 0, 163329591138.8913
-9.0, 5, 205516805232.9014
-9.0, 10, 270683639034.20193
-9.0, 15, 348499202248.123
-9.0, 20, 420866983633.33185
-9.0, 25, 471700698458.44403
-9.0, 30, 501025933253.2625
-9.0, 35, 517978699872.0311
-9.0, 40, 526740367672.55133
-9.0, 45, 532976739735.9639
-9.0, 50, 543497276148.5939
-9.0, 55, 559589408685.4445
-9.0, 60, 577436698509.0105
-9.0, 65, 590486460371.91
-9.0, 70, 595245708843.1572
-9.0, 75, 593794047110.5728
-9.0, 80, 586578949986.4888
-9.0, 85, 574576515799.9324
-9.0, 90, 566329822526.5415
-9.0, 95, 570704986305.5955
-9.0, 100, 579124181191.112
-9.0, 105, 583200309815.2966
-9.0, 110, 578730614544.9247
-9.0, 115, 562590938120.9059
-9.0, 120, 537918009446.3646
-9.0, 125, 497346814949.92615
-9.0, 130, 449273986741.4492
-9.0, 135, 401792920837.2362
-9.0, 140, 361200027696.0386
-9.0, 145, 330481959611.1526
-9.0, 150, 307025167798.7011
-9.0, 155, 288184980045.27686
-9.0, 160, 273455366627.1166
-9.0, 165, 261516330735.29172
-9.0, 170, 250301420882.53375
-9.0, 175, 238826679847.0966
-9.0, 180, 226307022537.16263
-6.5, -180, 235973332026.4976
-6.5, -175, 221389493688.982
-6.5, -170, 201552441580.4114
-6.5, -165, 174896473549.78458
-6.5, -160, 144134073827.6012
-6.5, -155, 113687343347.17416
-6.5, -150, 87004056498.97682
-6.5, -145, 66716688142.95286
-6.5, -140, 53686888998.180504
-6.5, -135, 47683446401.449936
-6.5, -130, 46160412213.803635
-6.5, -125, 45019112604.07161
-6.5, -120, 43948964032.17275
-6.5, -115, 42558132131.67204
-6.5, -110, 38539739261.63498
-6.5, -105, 31989185932.443413
-6.5, -100, 24188081930.95013
-6.5, -95, 17272289487.822884
-6.5, -90, 13000413350.724163
-6.5, -85, 12131165756.824474
-6.5, -80, 15591814159.166824
-6.5, -75, 25168666477.90905
-6.5, -70, 43375336012.99872
-6.5, -65, 72769977498.7065
-6.5, -60, 112578077979.60477
-6.5, -55, 149672014292.75684
-6.5, -50, 182391279719.7905
-6.5, -45, 216467365907.77158
-6.5, -40, 248571486117.59756
-6.5, -35, 268402036288.67303
-6.5, -30, 266620865892.7554
-6.5, -25, 249720114992.75394
-6.5, -20, 224872067780.54236
-6.5, -15, 197654039839.64383
-6.5, -10, 175159699680.6358
-6.5, -5, 169981655464.91235
-6.5, 0, 193316478264.80173
-6.5, 5, 245102461547.67102
-6.5, 10, 320104433087.22595
-6.5, 15, 406264626455.6127
-6.5, 20, 484071284510.8131
-6.5, 25, 538675900578.9275
-6.5, 30, 561744539380.8672
-6.5, 35, 560556677003.7623
-6.5, 40, 550386288501.327
-6.5, 45, 543266814262.40717
-6.5, 50, 545397301725.7696
-6.5, 55, 558383251891.2853
-6.5, 60, 578453597794.0865
-6.5, 65, 599817697115.0476
-6.5, 70, 615259290799.8997
-6.5, 75, 622071134819.4865
-6.5, 80, 622356878091.9657
-6.5, 85, 621262607080.2302
-6.5, 90, 621845503675.8416
-6.5, 95, 623080871927.2203
-6.5, 100, 626205712094.9954
-6.5, 105, 631730527243.5265
-6.5, 110, 627625076251.5894
-6.5, 115, 608956888694.3424
-6.5, 120, 578847335914.6262
-6.5, 125, 529441748763.2138
-6.5, 130, 473141117347.0264
-6.5, 135, 420198664771.6234
-6.5, 140, 375334725494.5927
-6.5, 145, 340885082971.7306
-6.5, 150, 315330063835.0246
