latitude, longitude, E-density
-61.5, -50, 120238410428.84308
-61.5, -45, 125893568746.85757
-61.5, -40, 130399159746.68929
-61.5, -35, 133099207873.95886
-61.5, -30, 133123089276.86572
-61.5, -25, 129958624502.21211
-61.5, -20, 124144272403.47649
-61.5, -15, 116118287845.28693
-61.5, -10, 106355162656.76741
-61.5, -5, 95265551303.35367
-61.5, 0, 83531547267.1075
-61.5, 5, 73077569895.02773
-61.5, 10, 64738614347.03962
-61.5, 15, 57846438809.44865
-61.5, 20, 54691643809.98998
-61.5, 25, 54326612775.46489
-61.5, 30, 54572117497.594635
-61.5, 35, 54599991039.03642
-61.5, 40, 55028189117.573425
-61.5, 45, 56570748546.69768
-61.5, 50, 60431860072.46549
-61.5, 55, 68036350316.73066
-61.5, 60, 78295455685.75565
-61.5, 65, 89140070557.22554
-61.5, 70, 99580942817.89522
-61.5, 75, 109300475586.80612
-61.5, 80, 118160506710.3432
-61.5, 85, 125783616444.26404
-61.5, 90, 132066513396.61435
-61.5, 95, 136895313582.60786
-61.5, 100, 139915473784.70667
-61.5, 105, 140816420540.4861
-61.5, 110, 139455813172.8196
-61.5, 115, 135919186012.59409
-61.5, 120, 129726409806.70285
-61.5, 125, 120976549097.1699
-61.5, 130, 110959693828.5042
-61.5, 135, 100272049689.10657
-61.5, 140, 89348374451.9901
-61.5, 145, 79393522743.90256
-61.5, 150, 70880248504.88414
-61.5, 155, 63512364257.548065
-61.5, 160, 57325637113.95882
-61.5, 165, 52023239859.38835
-61.5, 170, 47646287983.902954
-61.5, 175, 44210939397.292114
-61.5, 180, 41551090934.40031
-59.0, -180, 42367571058.1673
-59.0, -175, 40396299236.50468
-59.0, -170, 38943686400.30899
-59.0, -165, 37873640317.725204
-59.0, -160, 37139205259.45666
-59.0, -155, 36717226797.60539
-59.0, -150, 36559355253.020256
-59.0, -145, 36649423779.29558
-59.0, -140, 36996268641.913025
-59.0, -135, 37612380028.26348
-59.0, -130, 38528866247.53538
-59.0, -125, 39686990149.91414
-59.0, -120, 41411691355.31722
-59.0, -115, 43861989030.989006
-59.0, -110, 46457928297.818474
-59.0, -105, 49226300953.64224
-59.0, -100, 52712844554.93372
-59.0, -95, 56452970546.30338
-59.0, -90, 60501620405.30783
-59.0, -85, 65380567215.9493
-59.0, -80, 70931776610.20734
-59.0, -75, 77306291761.16168
-59.0, -70, 84577999381.85701
-59.0, -65, 93149597696.13913
-59.0, -60, 102171531649.50375
-59.0, -55, 109846760947.16782
-59.0, -50, 116912473422.13538
-59.0, -45, 123939880790.24974
-59.0, -40, 130074153130.66238
-59.0, -35, 135218439631.13998
-59.0, -30, 137042481943.3056
-59.0, -25, 133989073587.89001
-59.0, -20, 128123758266.86308
-59.0, -15, 120142845475.05579
-59.0, -10, 109499271499.18877
-59.0, -5, 97625881259.86055
-59.0, 0, 85879822542.26054
-59.0, 5, 75025489381.83784
-59.0, 10, 65935187156.762665
-59.0, 15, 57973938900.361244
-59.0, 20, 54384274433.06413
-59.0, 25, 54440033381.60375
-59.0, 30, 55330117895.813385
-59.0, 35, 55074155883.79682
-59.0, 40, 55266716231.132576
-59.0, 45, 56810469847.49197
-59.0, 50, 60626734172.33741
-59.0, 55, 68365334746.75784
-59.0, 60, 78748709929.04764
-59.0, 65, 89659969231.13748
-59.0, 70, 100637337636.38742
-59.0, 75, 110895054239.6732
-59.0, 80, 120259582719.85242
-59.0, 85, 128820058171.68779
-59.0, 90, 136170801181.93466
-59.0, 95, 141759866435.69882
-59.0, 100, 145278979504.9011
-59.0, 105, 146357240117.44852
-59.0, 110, 144989726220.3928
-59.0, 115, 141454624268.73584
-59.0, 120, 134994086814.02565
-59.0, 125, 125619032628.65656
-59.0, 130, 114880250874.04765
-59.0, 135, 103570856720.45363
-59.0, 140, 92223879479.27734
-59.0, 145, 81874755982.42984
-59.0, 150, 72769856583.2349
-59.0, 155, 64870798026.92282
-59.0, 160, 58255605480.48769
-59.0, 165, 52830212395.979645
-59.0, 170, 48469467084.91585
-59.0, 175, 45023997660.83571
-59.0, 180, 42367571058.167336
-56.5, -180, 44891773919.81975
-56.5, -175, 43030562732.046906
-56.5, -170, 41617836460.195656
-56.5, -165, 40454110970.88755
-56.5, -160, 39514526438.17269
-56.5, -155, 38794922702.99426
-56.5, -150, 38245174695.21496
-56.5, -145, 37856105508.10738
-56.5, -140, 37649514330.719376
-56.5, -135, 37649979664.4642
-56.5, -130, 37867608909.99661
-56.5, -125, 38193372670.524185
-56.5, -120, 39073374023.2635
-56.5, -115, 40810887245.57767
-56.5, -110, 42605987897.75422
-56.5, -105, 44309061632.035934
-56.5, -100, 46804865355.7776
-56.5, -95, 49845556335.289444
-56.5, -90, 53333860402.98539
-56.5, -85, 57801107452.323044
-56.5, -80, 63173167862.05049
-56.5, -75, 69421572016.43379
-56.5, -70, 76676833876.70322
-56.5, -65, 85298005900.63206
-56.5, -60, 94945549993.61041
-56.5, -55, 104551047191.99301
-56.5, -50, 114109274401.77629
-56.5, -45, 123718262569.04715
-56.5, -40, 131974821954.79192
-56.5, -35, 138025958380.67352
-56.5, -30, 140236532338.3134
-56.5, -25, 137318705010.55963
-56.5, -20, 131715952535.61021
-56.5, -15, 124077988168.43542
-56.5, -10, 112858333292.17473
-56.5, -5, 100147105129.40573
-56.5, 0, 87973373195.998
-56.5, 5, 76725299103.15698
-56.5, 10, 67156645823.26907
-56.5, 15, 58118993114.52338
-56.5, 20, 53933853047.25383
-56.5, 25, 54041397791.62735
-56.5, 30, 55358472302.61852
-56.5, 35, 55952632805.24717
-56.5, 40, 56854668182.35085
-56.5, 45, 58725255690.48768
-56.5, 50, 62776782056.19163
-56.5, 55, 71007883982.64998
-56.5, 60, 81387498647.0547
-56.5, 65, 91729688545.7338
-56.5, 70, 102362413354.90192
-56.5, 75, 112618895074.87953
-56.5, 80, 122178937707.37364
-56.5, 85, 131652064638.12343
-56.5, 90, 140376574854.30087
-56.5, 95, 146900270338.71124
-56.5, 100, 150883567474.52692
-56.5, 105, 151782243107.26443
-56.5, 110, 150019353586.3453
-56.5, 115, 146317719658.00137
-56.5, 120, 139599626876.81757
-56.5, 125, 129797574038.80922
-56.5, 130, 118609833738.59186
-56.5, 135, 106972172092.24112
-56.5, 140, 95512535630.52878
-56.5, 145, 84694026575.30032
-56.5, 150, 74904501008.38853
-56.5, 155, 66843562118.859375
-56.5, 160, 60331089953.878586
-56.5, 165, 55003266094.20756
-56.5, 170, 50773887672.88049
-56.5, 175, 47444705625.88096
-56.5, 180, 44891773919.81975
-54.0, -180, 49972142050.12066
-54.0, -175, 47657727703.31988
-54.0, -170, 45684619714.2438
-54.0, -165, 44357611272.20453
-54.0, -160, 43266074896.835175
-54.0, -155, 42201550955.31713
-54.0, -150, 41194397302.15048
-54.0, -145, 40249830231.96573
-54.0, -140, 39412765845.48925
-54.0, -135, 38725132377.458626
-54.0, -130, 38176988525.22135
-54.0, -125, 37602283138.845985
-54.0, -120, 37571624798.402626
-54.0, -115, 38514009145.44958
-54.0, -110, 39479895337.41407
-54.0, -105, 40153808114.79406
-54.0, -100, 41485392349.359116
-54.0, -95, 43665091878.8321
-54.0, -90, 46563577631.15537
-54.0, -85, 50391527866.18773
-54.0, -80, 55316298535.84225
-54.0, -75, 61119654769.50164
-54.0, -70, 67951478693.992
-54.0, -65, 76051837156.25447
-54.0, -60, 85770100378.70436
-54.0, -55, 97049331364.04417
-54.0, -50, 109151808281.47827
-54.0, -45, 121573425913.81984
-54.0, -40, 132399632365.34904
-54.0, -35, 139816065641.0346
-54.0, -30, 142859618710.12164
-54.0, -25, 140596467662.9719
-54.0, -20, 135392335191.14818
-54.0, -15, 127906873314.54805
-54.0, -10, 116274383826.27994
-54.0, -5, 102595191906.38097
-54.0, 0, 89207157372.31717
-54.0, 5, 77104781819.6277
-54.0, 10, 67331242452.65406
-54.0, 15, 58428368183.585266
-54.0, 20, 54044465125.30776
-54.0, 25, 54140019566.271996
-54.0, 30, 55797980655.17435
-54.0, 35, 57370964451.50694
-54.0, 40, 59581825858.79618
-54.0, 45, 62750022624.1515
-54.0, 50, 68019795031.58197
-54.0, 55, 76765841723.66023
-54.0, 60, 86585966508.69588
-54.0, 65, 95866545838.95277
-54.0, 70, 105521339658.338
-54.0, 75, 115396161972.9949
-54.0, 80, 125077539109.83662
-54.0, 85, 134900772263.48787
-54.0, 90, 144151570521.2262
-54.0, 95, 150929388868.69305
-54.0, 100, 154994134356.51233
-54.0, 105, 156102130168.4121
-54.0, 110, 154432196361.1037
-54.0, 115, 150557623094.69757
-54.0, 120, 143635821710.13925
-54.0, 125, 133732782832.62251
-54.0, 130, 122346068049.04347
-54.0, 135, 110505780204.0454
-54.0, 140, 99027990674.75978
-54.0, 145, 87976077333.31638
-54.0, 150, 78094256179.75706
-54.0, 155, 70295094699.97902
-54.0, 160, 64208730046.66142
-54.0, 165, 59225890559.03808
-54.0, 170, 55314350336.91112
-54.0, 175, 52360322710.344185
-54.0, 180, 49972142050.12066
-51.5, -180, 58106524345.82186
-51.5, -175, 54469173095.917
-51.5, -170, 51040074701.12632
-51.5, -165, 49433250696.645836
-51.5, -160, 48259404193.2945
-51.5, -155, 46788015245.25596
-51.5, -150, 45245306456.49935
-51.5, -145, 43660901203.30052
-51.5, -140, 42113532227.2176
-51.5, -135, 40663001307.126564
-51.5, -130, 39293694063.09266
-51.5, -125, 37781509993.542076
-51.5, -120, 36822290223.655876
-51.5, -115, 36922240929.19388
-51.5, -110, 37119474372.4592
-51.5, -105, 37135608307.816925
-51.5, -100, 37442291822.32338
-51.5, -95, 38325667575.87374
-51.5, -90, 40359075435.29028
-51.5, -85, 43608868295.669014
-51.5, -80, 48023927258.40079
-51.5, -75, 53284267660.84614
-51.5, -70, 59142369189.37176
-51.5, -65, 66371675844.66319
-51.5, -60, 75893289951.10014
-51.5, -55, 88155673014.87396
-51.5, -50, 102077218544.54646
-51.5, -45, 116636454880.23618
-51.5, -40, 129960534946.49124
-51.5, -35, 139852665955.85306
-51.5, -30, 144982622395.71768
-51.5, -25, 144163659910.74014
-51.5, -20, 139436077860.98904
-51.5, -15, 131632367578.05092
-51.5, -10, 119589053506.80139
-51.5, -5, 104752236482.31824
-51.5, 0, 89180512576.9622
-51.5, 5, 75582988420.66884
-51.5, 10, 65917833672.82503
-51.5, 15, 58912763014.56458
-51.5, 20, 55589487685.353
-51.5, 25, 56078011365.09478
-51.5, 30, 58197612620.13488
-51.5, 35, 59623687765.81997
-51.5, 40, 62288791645.12403
-51.5, 45, 68673098038.32626
-51.5, 50, 77102212601.62436
-51.5, 55, 85797082329.72456
-51.5, 60, 94199380073.54303
-51.5, 65, 102056225756.47914
-51.5, 70, 110207968364.41292
-51.5, 75, 119020499750.63905
-51.5, 80, 128766375040.72299
-51.5, 85, 138563368572.37286
-51.5, 90, 147332440618.58862
-51.5, 95, 153648743961.28485
-51.5, 100, 157520520976.05502
-51.5, 105, 159346105131.37634
-51.5, 110, 158397158748.44714
-51.5, 115, 154415071539.26904
-51.5, 120, 147358911288.99323
-51.5, 125, 137614384348.9651
-51.5, 130, 126184011724.14037
-51.5, 135, 114129702408.37047
-51.5, 140, 102471962385.5878
-51.5, 145, 91818202762.74709
-51.5, 150, 82851128677.13391
-51.5, 155, 75739416584.50006
-51.5, 160, 70239480558.10985
-51.5, 165, 65858812180.522736
-51.5, 170, 62503843002.42766
-51.5, 175, 60267853319.882614
-51.5, 180, 58106524345.82409
-49.0, -180, 67101034156.75047
-49.0, -175, 63199976687.54524
-49.0, -170, 59294453591.79273
-49.0, -165, 57508677314.04076
-49.0, -160, 56068738506.01309
-49.0, -155, 54055923764.0356
-49.0, -150, 51810467039.629715
-49.0, -145, 49415864910.99706
-49.0, -140, 46990249699.06334
-49.0, -135, 44612770481.52799
-49.0, -130, 42264227526.79808
-49.0, -125, 39716560935.599014
-49.0, -120, 37608102500.32526
-49.0, -115, 36358790597.29571
-49.0, -110, 35395237662.26844
-49.0, -105, 34764762562.15705
-49.0, -100, 34328648288.931564
-49.0, -95, 33998759299.717976
-49.0, -90, 35045906510.41112
-49.0, -85, 37987466347.201096
-49.0, -80, 42310394235.73074
-49.0, -75, 47377340564.47176
-49.0, -70, 52348824664.143166
-49.0, -65, 58927847767.208015
-49.0, -60, 68502814014.88495
-49.0, -55, 81502361335.10866
-49.0, -50, 96731415891.1361
-49.0, -45, 112357231231.24062
-49.0, -40, 127021343126.99965
-49.0, -35, 139240822580.68466
-49.0, -30, 146741481445.83536
-49.0, -25, 147550290208.51654
-49.0, -20, 143439187899.32474
-49.0, -15, 135312752198.81886
-49.0, -10, 122440982366.29614
-49.0, -5, 106149581134.47333
-49.0, 0, 88633860181.96259
-49.0, 5, 73974929579.01085
-49.0, 10, 64725596640.54179
-49.0, 15, 59072286161.1951
-49.0, 20, 57125317869.620445
-49.0, 25, 59401095576.98374
-49.0, 30, 63748898887.83275
-49.0, 35, 66487822561.00609
-49.0, 40, 70185700133.37604
-49.0, 45, 77619413168.7324
-49.0, 50, 86131422504.39487
-49.0, 55, 94189305874.93172
-49.0, 60, 101560248021.81218
-49.0, 65, 108207630588.22864
-49.0, 70, 115233592822.4848
-49.0, 75, 123107898602.78429
-49.0, 80, 132551284891.57895
-49.0, 85, 141986922628.50134
-49.0, 90, 150196175830.30304
-49.0, 95, 156752648834.23444
-49.0, 100, 161218936548.67844
-49.0, 105, 163489516303.19672
-49.0, 110, 162764877554.8617
-49.0, 115, 158558926327.50766
-49.0, 120, 151280268294.98367
-49.0, 125, 141548331576.74554
-49.0, 130, 130196503678.27577
-49.0, 135, 118217978274.14311
-49.0, 140, 106551656392.65974
-49.0, 145, 96674599414.42276
-49.0, 150, 88841091702.56131
-49.0, 155, 82065370164.67319
-49.0, 160, 76667007055.87585
-49.0, 165, 72922578798.721
-49.0, 170, 70340730113.83685
-49.0, 175, 68813605522.17606
-49.0, 180, 67101034156.74965
-46.5, -180, 75670631769.855
-46.5, -175, 73715907285.38544
-46.5, -170, 71469118560.54773
-46.5, -165, 69743342257.54836
-46.5, -160, 67688020892.21827
-46.5, -155, 64940676237.3688
-46.5, -150, 61755375765.37627
-46.5, -145, 58316324065.29084
-46.5, -140, 54788321336.78956
-46.5, -135, 51272434295.65127
-46.5, -130, 47743261635.56344
-46.5, -125, 44059658030.93522
-46.5, -120, 40489095390.493904
-46.5, -115, 37105244526.5566
-46.5, -110, 34288539487.76469
-46.5, -105, 32550550390.12951
-46.5, -100, 31386321147.422207
-46.5, -95, 30611469544.88116
-46.5, -90, 31205311967.557674
-46.5, -85, 33947337368.011726
-46.5, -80, 38209974658.547104
-46.5, -75, 43351236753.25089
-46.5, -70, 48193627244.54554
-46.5, -65, 54112087809.73889
-46.5, -60, 63405060812.453835
-46.5, -55, 76966134303.61299
-46.5, -50, 93393838193.12218
-46.5, -45, 109480167312.92957
-46.5, -40, 124498143129.75526
-46.5, -35, 138552363897.8378
-46.5, -30, 148318789141.22946
-46.5, -25, 150632580797.15027
-46.5, -20, 147234397872.94608
-46.5, -15, 139003254489.53357
-46.5, -10, 124774716668.62657
-46.5, -5, 106648621018.37666
-46.5, 0, 87926398049.61417
-46.5, 5, 72967334777.75954
-46.5, 10, 64235896018.74396
-46.5, 15, 58434779020.06405
-46.5, 20, 56903848124.391464
-46.5, 25, 62735456417.66573
-46.5, 30, 72895862123.19106
-46.5, 35, 81266503460.40009
-46.5, 40, 87445144834.14194
-46.5, 45, 89753661034.15094
-46.5, 50, 92675635417.33815
-46.5, 55, 99839652814.93674
-46.5, 60, 107116074982.87274
-46.5, 65, 112916689118.20554
-46.5, 70, 119605805123.64253
-46.5, 75, 127546170893.69458
-46.5, 80, 136582559183.63094
-46.5, 85, 145494595303.72388
-46.5, 90, 153311382563.14105
-46.5, 95, 160550907765.40833
-46.5, 100, 166282054243.79327
-46.5, 105, 168654332621.84094
-46.5, 110, 167539667082.86102
-46.5, 115, 163059347988.84415
-46.5, 120, 155544157063.42487
-46.5, 125, 145759683165.50266
-46.5, 130, 134758519481.27402
-46.5, 135, 123266517325.15442
-46.5, 140, 111863321121.26973
-46.5, 145, 102873391801.0204
-46.5, 150, 95863916176.43875
-46.5, 155, 88620877015.15561
-46.5, 160, 82523470376.58397
-46.5, 165, 79322726111.4041
-46.5, 170, 77691463067.68611
-46.5, 175, 76638590710.89838
-46.5, 180, 75670631769.85414
-44.0, -180, 86681534654.79375
-44.0, -175, 86585439358.71124
-44.0, -170, 85979576482.84187
-44.0, -165, 84464080718.99109
-44.0, -160, 81873379135.29929
-44.0, -155, 78239029702.08963
-44.0, -150, 73884418791.77425
-44.0, -145, 69206080062.26506
-44.0, -140, 64373403080.019966
-44.0, -135, 59445342372.3517
-44.0, -130, 54535041509.62061
-44.0, -125, 49664254392.711784
-44.0, -120, 44632773270.563416
-44.0, -115, 39130727947.44845
-44.0, -110, 34417814530.141685
-44.0, -105, 31429735702.188103
-44.0, -100, 29421620143.606735
-44.0, -95, 28258679738.81262
-44.0, -90, 28612482565.125923
-44.0, -85, 31181829088.058758
-44.0, -80, 35366587638.58841
-44.0, -75, 40466044852.488144
-44.0, -70, 46032283070.06867
-44.0, -65, 51648077691.11477
-44.0, -60, 59994468214.74316
-44.0, -55, 72895701545.69612
-44.0, -50, 89936295391.40176
-44.0, -45, 106797862575.30699
-44.0, -40, 122630164197.61461
-44.0, -35, 138358046873.61057
-44.0, -30, 150178367601.3247
-44.0, -25, 153998557079.48172
-44.0, -20, 151152372695.42087
-44.0, -15, 142457490290.1169
-44.0, -10, 126942974638.63731
-44.0, -5, 106967627676.3115
-44.0, 0, 86269630577.36194
-44.0, 5, 69434999061.35474
-44.0, 10, 60212314576.38352
-44.0, 15, 56024316550.51321
-44.0, 20, 56593895235.74482
-44.0, 25, 65179098158.57639
-44.0, 30, 79439215370.09311
-44.0, 35, 93766573095.71832
-44.0, 40, 103541112294.18454
-44.0, 45, 103260951337.12778
-44.0, 50, 102462408993.66806
-44.0, 55, 107806074029.0363
-44.0, 60, 114208386568.24973
-44.0, 65, 119873666864.48415
-44.0, 70, 126218249755.10083
-44.0, 75, 133325217218.83635
-44.0, 80, 141451740547.32986
-44.0, 85, 149907039885.87125
-44.0, 90, 157397817937.74374
-44.0, 95, 164446391321.3815
-44.0, 100, 170551783193.89478
-44.0, 105, 172830802149.7107
-44.0, 110, 171542920192.164
-44.0, 115, 167256597446.8639
-44.0, 120, 159987879046.82617
-44.0, 125, 150563380525.5893
-44.0, 130, 140168426779.31393
-44.0, 135, 129012655511.61848
-44.0, 140, 117975145772.71336
-44.0, 145, 110014622342.94963
-44.0, 150, 104011137662.60045
-44.0, 155, 96522093981.29655
-44.0, 160, 90046979578.69261
-44.0, 165, 87760660682.44289
-44.0, 170, 87392635516.94421
-44.0, 175, 86919381584.03963
-44.0, 180, 86681534654.79323
-41.5, -180, 101831072173.3712
-41.5, -175, 102392195831.38663
-41.5, -170, 102137093027.34904
-41.5, -165, 100654933749.95291
-41.5, -160, 97598615632.94691
-41.5, -155, 92918147619.4185
-41.5, -150, 87204483614.46512
-41.5, -145, 81097240192.05386
-41.5, -140, 74820253908.82227
-41.5, -135, 68397936531.064255
-41.5, -130, 62091133213.86925
-41.5, -125, 55990006089.78596
-41.5, -120, 49644682137.72364
-41.5, -115, 42583058124.287605
-41.5, -110, 36339050450.18089
-41.5, -105, 32129840431.61239
-41.5, -100, 29103074079.143925
-41.5, -95, 27073856433.588028
-41.5, -90, 26850291509.25374
-41.5, -85, 29241463556.034016
-41.5, -80, 33464752579.924934
-41.5, -75, 38586093717.79293
-41.5, -70, 44982551080.03851
-41.5, -65, 51636960891.62986
-41.5, -60, 59588485866.41064
-41.5, -55, 70394589581.59276
-41.5, -50, 86545078825.95667
-41.5, -45, 104215337196.00171
-41.5, -40, 121386911458.64519
-41.5, -35, 138679874423.1358
-41.5, -30, 152311282822.4601
-41.5, -25, 157694894586.26147
-41.5, -20, 155210689116.7273
-41.5, -15, 145486219039.244
-41.5, -10, 128933057854.83029
-41.5, -5, 107372773506.76347
-41.5, 0, 83614596155.10794
-41.5, 5, 63112863451.95135
-41.5, 10, 53266709940.917
-41.5, 15, 52394810945.15697
-41.5, 20, 56985765574.734634
-41.5, 25, 66371118627.36651
-41.5, 30, 80715478709.7632
-41.5, 35, 99465516227.07617
-41.5, 40, 113846857716.5904
-41.5, 45, 117045268669.80298
-41.5, 50, 117671336910.10468
-41.5, 55, 120586593792.88608
-41.5, 60, 124903041801.43124
-41.5, 65, 131327475337.49086
-41.5, 70, 137417911118.70596
-41.5, 75, 141921273509.68994
-41.5, 80, 147830908150.41275
-41.5, 85, 155389569620.4628
-41.5, 90, 162447137435.8073
-41.5, 95, 168732029607.2567
-41.5, 100, 174140959224.23703
-41.5, 105, 176430089109.1047
-41.5, 110, 175595678524.1992
-41.5, 115, 171891573046.9151
-41.5, 120, 165176088617.36166
-41.5, 125, 156348634169.28732
-41.5, 130, 146508551766.99768
-41.5, 135, 135453637609.05835
-41.5, 140, 124776224153.29475
-41.5, 145, 117908038942.58946
-41.5, 150, 113177802231.7301
-41.5, 155, 106373994140.80328
-41.5, 160, 100592909568.17822
-41.5, 165, 99634681207.93158
-41.5, 170, 100698314183.93715
-41.5, 175, 101253812664.91243
-41.5, 180, 101831072173.3702
-39.0, -180, 121249772893.18732
-39.0, -175, 122835856853.87862
-39.0, -170, 122367122883.04935
-39.0, -165, 119000819162.63977
-39.0, -160, 113603914856.73688
-39.0, -155, 107515092843.59634
-39.0, -150, 100489502961.12671
-39.0, -145, 92633939231.16188
-39.0, -140, 85085428263.39526
-39.0, -135, 78650607372.84972
-39.0, -130, 72207863795.7105
-39.0, -125, 64759017308.025536
-39.0, -120, 56737887449.02405
-39.0, -115, 48084649829.26121
-39.0, -110, 40231649285.08362
-39.0, -105, 34627506541.301506
-39.0, -100, 30404662550.51179
-39.0, -95, 27337417182.033417
-39.0, -90, 26439614140.9557
-39.0, -85, 28660260050.527378
-39.0, -80, 33010698867.237503
-39.0, -75, 38387342295.808784
-39.0, -70, 45344244490.97509
-39.0, -65, 53268981535.8753
-39.0, -60, 61342024856.06415
-39.0, -55, 70550633346.84937
-39.0, -50, 84726036805.37854
-39.0, -45, 102157187510.83463
-39.0, -40, 119978653037.29294
-39.0, -35, 138302963702.19504
-39.0, -30, 153602856660.23764
-39.0, -25, 160563085293.23764
-39.0, -20, 158672295210.4816
-39.0, -15, 148272404643.54074
-39.0, -10, 130470511737.54695
-39.0, -5, 107197359453.89119
-39.0, 0, 81362768929.3167
-39.0, 5, 59578254067.05451
-39.0, 10, 50475613138.80203
-39.0, 15, 50502875767.41018
-39.0, 20, 56636459463.85643
-39.0, 25, 68704693002.91016
-39.0, 30, 85956750542.51271
-39.0, 35, 106307644681.93388
-39.0, 40, 122421867893.61269
-39.0, 45, 129475324921.10938
-39.0, 50, 133145521391.0771
-39.0, 55, 136225451775.9318
-39.0, 60, 139402021941.35434
-39.0, 65, 144045054570.98486
-39.0, 70, 148291831152.81598
-39.0, 75, 151185104594.1458
-39.0, 80, 155416646351.77884
-39.0, 85, 161598171422.93317
-39.0, 90, 168067436651.96826
-39.0, 95, 173987958562.91287
-39.0, 100, 178865841469.26575
-39.0, 105, 181608870292.0461
-39.0, 110, 181555304916.6017
-39.0, 115, 178180731445.73322
-39.0, 120, 171665263436.35083
-39.0, 125, 163177731076.89856
-39.0, 130, 153758876470.44043
-39.0, 135, 143337448628.63113
-39.0, 140, 133832961951.06229
-39.0, 145, 127309228036.67801
-39.0, 150, 122865689933.2899
-39.0, 155, 118185840761.20749
-39.0, 160, 114741031300.71263
-39.0, 165, 113959510570.34267
-39.0, 170, 115065611016.36238
-39.0, 175, 118041182244.51877
-39.0, 180, 121249772893.18674
-36.5, -180, 144244812936.62662
-36.5, -175, 147517937261.89105
-36.5, -170, 146586967697.8416
-36.5, -165, 139521263886.90994
-36.5, -160, 129911676264.06454
-36.5, -155, 122065326976.49788
-36.5, -150, 113782518165.66379
-36.5, -145, 103880779355.85338
-36.5, -140, 95251850028.99393
-36.5, -135, 90295753424.52808
-36.5, -130, 85083773983.65918
-36.5, -125, 76436448333.93044
-36.5, -120, 66502239685.84932
-36.5, -115, 56040523156.91257
-36.5, -110, 46295218934.77069
-36.5, -105, 39016110802.24619
-36.5, -100, 33382402683.925526
-36.5, -95, 29198291061.83793
-36.5, -90, 27623610688.87303
-36.5, -85, 29674288419.35407
-36.5, -80, 34232064782.51992
-36.5, -75, 40228391861.388435
-36.5, -70, 47774626415.05488
-36.5, -65, 55798543793.31105
-36.5, -60, 63876326078.55825
-36.5, -55, 73020672468.99681
-36.5, -50, 85662938830.47247
-36.5, -45, 101809212568.76375
-36.5, -40, 119118179594.12146
-36.5, -35, 137369813033.53496
-36.5, -30, 153707224728.45306
-36.5, -25, 162059573100.37497
-36.5, -20, 161093035025.15448
-36.5, -15, 150783445882.13562
-36.5, -10, 131592823177.59659
-36.5, -5, 106430371094.21367
-36.5, 0, 80257483763.86453
-36.5, 5, 60254757371.91796
-36.5, 10, 51968509410.285034
-36.5, 15, 50814862636.01853
-36.5, 20, 55441041593.76352
-36.5, 25, 73525041981.06161
-36.5, 30, 98271372258.77704
-36.5, 35, 117017643546.30563
-36.5, 40, 131117831355.76546
-36.5, 45, 140621564565.4638
-36.5, 50, 147558104677.92035
-36.5, 55, 154086117878.9759
-36.5, 60, 157853176384.50195
-36.5, 65, 156462575177.6738
-36.5, 70, 155829318312.73947
-36.5, 75, 159105325779.21194
-36.5, 80, 163545067728.80035
-36.5, 85, 168167342449.00586
-36.5, 90, 173959938836.57965
-36.5, 95, 180489187906.90793
-36.5, 100, 185956034518.0026
-36.5, 105, 189229815210.35886
-36.5, 110, 189572463491.61658
-36.5, 115, 186124166714.6615
-36.5, 120, 179451986165.62115
-36.5, 125, 170998138301.4925
-36.5, 130, 161916462959.47928
-36.5, 135, 153200449539.7381
-36.5, 140, 145933424865.93396
-36.5, 145, 138528173173.3758
-36.5, 150, 133036652081.30841
-36.5, 155, 131784851179.64944
-36.5, 160, 132113133973.04164
-36.5, 165, 129971167368.39261
-36.5, 170, 129558454730.92761
-36.5, 175, 136443403432.42737
-36.5, 180, 144244812936.62775
-34.0, -180, 166756154333.1117
-34.0, -175, 170931696910.251
-34.0, -170, 169963784792.20734
-34.0, -165, 162293752352.428
-34.0, -160, 151390230287.19452
-34.0, -155, 141908391592.846
-34.0, -150, 131743836635.83023
-34.0, -145, 119890873067.77585
-34.0, -140, 109582563936.73814
-34.0, -135, 103204943164.5413
-34.0, -130, 97190472449.36028
-34.0, -125, 88826278550.0514
-34.0, -120, 78701779475.49187
-34.0, -115, 66441857266.30937
-34.0, -110, 54390083562.74983
-34.0, -105, 45166910881.85314
-34.0, -100, 37837976380.19909
-34.0, -95, 32229865449.258568
-34.0, -90, 29761816514.80007
-34.0, -85, 31514220657.683395
-34.0, -80, 36307598299.42613
-34.0, -75, 43239995481.15937
-34.0, -70, 51983890894.153694
-34.0, -65, 60674063333.18744
-34.0, -60, 69616484685.94052
-34.0, -55, 79287561216.17186
-34.0, -50, 90476328121.64046
-34.0, -45, 104077923262.87805
-34.0, -40, 120036168737.13687
-34.0, -35, 137318541929.33656
-34.0, -30, 153046346619.51248
-34.0, -25, 162465589264.44168
-34.0, -20, 162624418213.5718
-34.0, -15, 152331119888.02536
-34.0, -10, 132430314171.94771
-34.0, -5, 106285859549.03069
-34.0, 0, 79872598314.00642
-34.0, 5, 60876396832.01768
-34.0, 10, 53219380748.993706
-34.0, 15, 51285962663.70734
-34.0, 20, 55335844337.37059
-34.0, 25, 78240803834.66148
-34.0, 30, 108279619040.57628
-34.0, 35, 127359417543.90877
-34.0, 40, 141749597652.9218
-34.0, 45, 154591123899.78616
